Tags,Device Name,IP Address,Device Family,Site,Reachability,Support Type,MAC Address,Platform,Serial Number,Uptime,Last Updated,Resync Interval,Manageability,Device Role,Device Series,AP LED Flash Status,Advisories,Template Provision Status,Software Image,Template Conflict Status,Image Version,OS Update Status,Image Needs Update,Image Precheck Status,Provisioning Status,Credential Status,Last Provisioned,Associated WLC IP,AP CDP Neighbors,AP Group Name,Flex Group Name,AP Ethernet Mac Address,AP Location,RF Profile,Policy Tag,Site Tag,Application Telemetry,Replacement Serial Number,Replace Status,Compliance,Integrity Verification,EoX Status,Health Score
"Extended Edge-Node,Science DP",441-g05-e-5.net.uwa.edu.au,10.88.191.224,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,2c:ab:eb:54:fc:00,WS-C3560CX-8XPD-S,FOC2106Z0V3,350 days 11 hrs ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,4,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Activation Success,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1,10
Edge-Node,444-132-a-1.net.uwa.edu.au,10.88.40.82,Switches and Hubs,Global/CRAWLEY/444/First Floor,Reachable,Supported,44:88:16:0e:da:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X","FOC2629YRLR, FOC2629YQHT, FOC2617ZBZZ",77 days 4 hrs ,7 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,2,10
Edge-Node,444-1140-a-1.net.uwa.edu.au,10.88.40.83,Switches and Hubs,Global/CRAWLEY/444/First Floor,Reachable,Supported,24:6c:84:08:b5:80,C9300L-48P-4X,FOC2716YV8C,83 days 21 hrs ,about 2 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,2,10
Aggregation Switch,444-1140-g-1.net.uwa.edu.au,10.88.40.79,Switches and Hubs,Global/CRAWLEY/444/First Floor,Reachable,Supported,24:d5:e4:79:aa:c0,C9500-24Y4C,FDO275105K2,83 days 22 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
Edge-Node,444-1142-a-1.net.uwa.edu.au,10.88.40.81,Switches and Hubs,Global/CRAWLEY/444/First Floor,Reachable,Supported,44:88:16:0e:ab:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X, C9300L-24P-4X","FOC2629YQVD, FOC2629YR7L, FOC2617ZALG, FOC2604YHYX",83 days 39 mins ,about 1 hour,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
Edge-Node,444-g50-a-1.net.uwa.edu.au,10.88.40.84,Switches and Hubs,Global/CRAWLEY/444/Ground Floor,Reachable,Supported,a8:4f:b1:07:99:00,C9300L-24P-4X,FOC2617ZC3C,78 days 4 hrs ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Science DP",446-193-a-1.net.uwa.edu.au,10.88.40.44,Switches and Hubs,Global/CRAWLEY/446/First Floor,Reachable,Supported,3c:8b:7f:fa:a7:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YK4H, FOC2629YSJC, FOC2629YQU8, FOC2629YQMY",23 days 9 hrs ,32 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,16 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Aggregation Switch,Science DP",446-193-g-1.net.uwa.edu.au,10.88.40.42,Switches and Hubs,Global/CRAWLEY/446/First Floor,Reachable,Supported,c0:f8:7f:70:9a:c0,C9500-24Y4C,FDO26161SVN,77 days 22 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Science DP",446-293-a-1.net.uwa.edu.au,10.88.40.45,Switches and Hubs,Global/CRAWLEY/446/Second Floor,Reachable,Supported,3c:26:e4:05:e8:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YRLA, FOC2629YNFC, FOC2629YQNG, FOC2629YQMU, FOC2629YQJ0",117 days 4 hrs ,9 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Science DP",446-348-a-1.net.uwa.edu.au,10.88.40.46,Switches and Hubs,Global/CRAWLEY/446/Third Floor,Reachable,Supported,88:fc:5d:5f:37:80,"C9300L-48P-4X, C9300L-24P-4X","FOC2629YRV5, FOC2529LJQB",117 days 4 hrs ,21 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Extended Edge-Node,Science DP",446-g08-e-1.net.uwa.edu.au,10.88.191.252,Switches and Hubs,Global/CRAWLEY/446/Ground Floor,Reachable,Supported,40:b5:c1:1e:6b:00,C9200-48PB,JAD24360FRE,113 days 19 hrs ,42 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9200 Series Switches,Unsupported,,,cat9k_lite_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Science DP",446-g93-a-1.net.uwa.edu.au,10.88.40.47,Switches and Hubs,Global/CRAWLEY/446/Ground Floor,Reachable,Supported,88:fc:5d:5f:22:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YNXG, FOC2629YS5R, FOC2629YR87",117 days 4 hrs ,8 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,9 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,QEII DP",449-g50-a-1.net.uwa.edu.au,10.88.40.66,Switches and Hubs,Global/CRAWLEY/449/Ground Floor,Reachable,Supported,44:88:16:0e:ca:00,"C9300L-48P-4X, C9300L-48P-4X","FOC2629YQNX, FOC2629YNHA",162 days 21 hrs ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Science DP",450-g11a-a-1.net.uwa.edu.au,10.88.40.68,Switches and Hubs,Global/CRAWLEY/450/Ground Floor,Reachable,Supported,44:88:16:0c:8e:00,"C9300L-48P-4X, C9300L-48P-4X","FOC2629YQVG, FOC2629YQVL",117 days 1 hr ,10 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,QEII DP",499-101h-a-1.net.uwa.edu.au,10.88.72.3,Switches and Hubs,Global/CRAWLEY/499/First Floor,Reachable,Supported,ac:bc:d9:04:0c:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2604YGSE, FOC2542Y9JL, FOC2542YGR2, FOC2604YJWU, FOC2542YAFF, FOC2542YMYH",117 days 4 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,2,8
"Edge-Node,QEII DP",499-101h-a-2.net.uwa.edu.au,10.88.72.4,Switches and Hubs,Global/CRAWLEY/499/First Floor,Reachable,Supported,80:24:8f:84:08:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2542YPGT, FOC2542YFX5, FOC2542YFWG",117 days 38 mins ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Aggregation Switch,QEII DP",499-101h-g-1.net.uwa.edu.au,10.88.72.1,Switches and Hubs,Global/CRAWLEY/499/First Floor,Reachable,Supported,04:bd:97:85:2c:e0,C9500-24Y4C,FDO2615191X,117 days 4 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,QEII DP",501-118-a-1.net.uwa.edu.au,10.88.72.5,Switches and Hubs,Global/CRAWLEY/501/First Floor,Reachable,Supported,3c:26:e4:05:e3:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YNFF, FOC2629YNFN, FOC2629YQT9",113 days 5 hrs ,about 2 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,QEII DP",503-115-a-1.net.uwa.edu.au,10.88.72.9,Switches and Hubs,Global/CRAWLEY/503/First Floor,Reachable,Supported,4c:ec:0f:b1:4f:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YQSM, FOC2716YRA3, FOC2716YTSU, FOC2716YV7B, FOC2716YNX8, FOC2716YUVL, FOC2716YS7F",107 days 23 hrs ,7 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,QEII DP",507-g15-a-1.net.uwa.edu.au,10.88.72.7,Switches and Hubs,Global/CRAWLEY/507/Ground Floor,Reachable,Supported,3c:8b:7f:fb:6e:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2629YQKU, FOC2542YJ19",9 days 3 hrs ,about 5 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,2,8
"Edge-Node,Fairway DP",606-131-a-1.net.uwa.edu.au,10.88.56.26,Switches and Hubs,Global/CRAWLEY/606/First Floor,Reachable,Supported,3c:8b:7f:ce:12:00,C9300L-48P-4X,FOC2629YNZL,46 days 47 mins ,about 9 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Fairway DP",655-g04a-a-1.net.uwa.edu.au,10.88.56.28,Switches and Hubs,Global/CRAWLEY/655/Ground Floor,Reachable,Supported,3c:26:e4:05:ed:00,C9300L-48P-4X,FOC2629YNHD,108 days 3 hrs ,about 2 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Fairway DP",658-155-a-3.net.uwa.edu.au,10.88.56.6,Switches and Hubs,Global/CRAWLEY/658/First Floor,Reachable,Supported,ac:bc:d9:05:ca:00,C9300L-48P-4X,FOC2604YGTR,117 days 3 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Fairway DP",658-214-a-1.net.uwa.edu.au,10.88.56.5,Switches and Hubs,Global/CRAWLEY/658/Second Floor,Reachable,Supported,ac:bc:d9:0f:2a:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2604YK5P, FOC2604YK46, FOC2604YJWF, FOC2604YK5U, FOC2604YJWC",117 days 3 hrs ,10 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,[object Object],cat9k_iosxe.17.09.04a.SPA.bin,[object Object],17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Fairway DP",658-240-a-3.net.uwa.edu.au,10.88.56.4,Switches and Hubs,Global/CRAWLEY/658/Second Floor,Reachable,Supported,ac:bc:d9:0f:05:00,C9300L-48P-4X,FOC2604YJM0,117 days 3 hrs ,about 9 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Fairway DP",658-1120c-a-1.net.uwa.edu.au,10.88.56.3,Switches and Hubs,Global/CRAWLEY/658/First Floor,Reachable,Supported,cc:ed:4d:f6:6f:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2604YHDE, FOC2604YK4G, FOC2604YGVR",117 days 3 hrs ,3 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Fairway DP",658-b105-a-1.net.uwa.edu.au,10.88.56.9,Switches and Hubs,Global/CRAWLEY/658/Basement 1,Reachable,Supported,04:76:b0:db:8f:00,C9300L-24P-4X,FOC2443L4M2,117 days 3 hrs ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Aggregation Switch,Fairway DP",658-b105-g-2.net.uwa.edu.au,10.88.56.1,Switches and Hubs,Global/CRAWLEY/658/Basement 1,Reachable,Supported,84:eb:ef:58:5b:00,C9500-24Y4C,FDO25340DAJ,117 days 3 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Fairway DP",658-g47-a-3.net.uwa.edu.au,10.88.56.8,Switches and Hubs,Global/CRAWLEY/658/Ground Floor,Reachable,Supported,40:06:d5:8e:cc:80,C9300L-48P-4X,FOC2604YKCU,117 days 3 hrs ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Fairway DP",658-g121a-a-3.net.uwa.edu.au,10.88.56.7,Switches and Hubs,Global/CRAWLEY/658/Ground Floor,Reachable,Supported,18:59:f5:2e:7f:80,C9300L-48P-4X,FOC2604YK6U,117 days 3 hrs ,about 3 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Fairway DP",661-111-a-1.net.uwa.edu.au,10.88.56.23,Switches and Hubs,Global/CRAWLEY/661/First Floor,Reachable,Supported,3c:26:e4:06:0b:00,"C9300L-48P-4X, C9300L-24P-4X, C9300L-24P-4X","FOC2629YQK6, FOC2618YLVR, FOC2604YK11",117 days 3 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,2,8
"Aggregation Switch,Fairway DP",661-111-g-1.net.uwa.edu.au,10.88.56.20,Switches and Hubs,Global/CRAWLEY/661/First Floor,Reachable,Supported,c0:f8:7f:70:a3:80,C9500-24Y4C,FDO26160P6X,117 days 3 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Fairway DP",661-g09-a-1.net.uwa.edu.au,10.88.56.22,Switches and Hubs,Global/CRAWLEY/661/Ground Floor,Reachable,Supported,3c:8b:7f:fa:ad:00,"C9300L-48P-4X, C9300L-48P-4X","FOC2629YK6Y, FOC2629YS04",117 days 4 hrs ,2 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Fairway DP",671-g09-a-1.net.uwa.edu.au,10.88.56.18,Switches and Hubs,Global/CRAWLEY/671/Ground Floor,Reachable,Supported,ac:bc:d9:03:19:00,C9300L-24P-4X,FOC2604YHZJ,117 days 3 hrs ,about 2 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Fairway DP",673-101a-a-1.net.uwa.edu.au,10.88.56.12,Switches and Hubs,Global/CRAWLEY/673/First Floor,Reachable,Supported,28:af:fd:58:bd:80,C9300L-48P-4X,FOC2524L7T4,117 days 3 hrs ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Fairway DP",673-b85-a-1.net.uwa.edu.au,10.88.56.10,Switches and Hubs,Global/CRAWLEY/673/Basement 1,Reachable,Supported,28:af:fd:cf:9d:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2524L7PV, FOC2524L7XA, FOC2524L7HN",117 days 3 hrs ,about 11 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Fairway DP",681-207a-a-1.net.uwa.edu.au,10.88.56.34,Switches and Hubs,Global/CRAWLEY/681/Second Floor,Reachable,Supported,3c:8b:7f:fb:05:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YQV5, FOC2629YLT1, FOC2629YKYM",117 days 3 hrs ,31 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Fairway DP",681-207a-a-2.net.uwa.edu.au,10.88.56.35,Switches and Hubs,Global/CRAWLEY/681/Second Floor,Reachable,Supported,3c:8b:7f:ce:1c:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YQSA, FOC2629YMZL, FOC2629YPNL, FOC2629YS9C",117 days 3 hrs ,1 minute,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Aggregation Switch,Fairway DP",681-207a-g-1.net.uwa.edu.au,10.88.56.32,Switches and Hubs,Global/CRAWLEY/681/Second Floor,Reachable,Supported,c0:f8:7f:70:09:20,C9500-24Y4C,FDO26160PA6,117 days 3 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Fairway DP",682-171-a-1.net.uwa.edu.au,10.88.48.57,Switches and Hubs,Global/CRAWLEY/682/First Floor,Reachable,Supported,b8:a3:77:77:26:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2542Y8T5, FOC2604YK7Y",117 days 3 hrs ,3 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Fairway DP",682-271-a-1.net.uwa.edu.au,10.88.48.61,Switches and Hubs,Global/CRAWLEY/682/Second Floor,Reachable,Supported,80:24:8f:9e:d1:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2542YPBP, FOC2542YFY8, FOC2542YCGS",117 days 2 hrs ,27 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Fairway DP",682-b71-a-1.net.uwa.edu.au,10.88.56.17,Switches and Hubs,Global/CRAWLEY/682/Basement 1,Reachable,Supported,80:24:8f:68:1c:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2542YDW7, FOC2542YL3B",117 days 2 hrs ,14 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Aggregation Switch,Fairway DP",682-b71-g-1.net.uwa.edu.au,10.88.56.13,Switches and Hubs,Global/CRAWLEY/682/Basement 1,Reachable,Supported,20:cf:ae:58:93:20,C9500-24Y4C,FDO25340DA1,77 days 22 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Fairway DP",683-g13-a-1.net.uwa.edu.au,10.88.56.37,Switches and Hubs,Global/CRAWLEY/683/Ground Floor,Reachable,Supported,a8:4f:b1:3c:f7:00,"C9300L-48P-4X, C9300L-24P-4X","FOC2716YVL6, FOC2617ZAF3",112 days 4 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Fairway DP",684-g15-a-1.net.uwa.edu.au,10.88.56.24,Switches and Hubs,Global/CRAWLEY/684/Ground Floor,Reachable,Supported,3c:8b:7f:fb:6f:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2629YQJR, FOC2629YRZS",117 days 2 hrs ,about 7 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
