Tags,Device Name,IP Address,Device Family,Site,Reachability,Support Type,MAC Address,Platform,Serial Number,Uptime,Last Updated,Resync Interval,Manageability,Device Role,Device Series,AP LED Flash Status,Advisories,Template Provision Status,Software Image,Template Conflict Status,Image Version,OS Update Status,Image Needs Update,Image Precheck Status,Provisioning Status,Credential Status,Last Provisioned,Associated WLC IP,AP CDP Neighbors,AP Group Name,Flex Group Name,AP Ethernet Mac Address,AP Location,AP Zone Name,RF Profile,Policy Tag,Site Tag,Application Telemetry,Replacement Serial Number,Replace Status,Compliance,Integrity Verification,EoX Status,Health Score
Extended Edge-Node,441-124-e-4.net.uwa.edu.au,10.88.191.241,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:c5:44:80,WS-C3560CX-8XPD-S,FOC2104Y08Y,89 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,8,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1 alert,10
Extended Edge-Node,441-124-e-5.net.uwa.edu.au,10.88.191.228,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:c4:b9:00,WS-C3560CX-8XPD-S,FOC2104Y0BC,89 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,8,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1 alert,10
Extended Edge-Node,441-124-e-6.net.uwa.edu.au,10.88.191.223,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:c5:19:00,WS-C3560CX-8XPD-S,FOC2104Y085,89 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,8,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1 alert,10
Extended Edge-Node,441-124-e-7.net.uwa.edu.au,10.88.191.239,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:c4:c6:00,WS-C3560CX-8XPD-S,FOC2104Y0BV,89 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,8,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1 alert,10
Extended Edge-Node,441-124-e-8.net.uwa.edu.au,10.88.191.214,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:c5:47:00,WS-C3560CX-8XPD-S,FOC2104Y09F,89 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,8,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1 alert,10
Extended Edge-Node,441-124-e-9.net.uwa.edu.au,10.88.191.222,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:c5:0c:80,WS-C3560CX-8XPD-S,FOC2104Y07Y,89 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,8,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1 alert,10
Extended Edge-Node,441-124-e-10.net.uwa.edu.au,10.88.191.229,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:c5:38:80,WS-C3560CX-8XPD-S,FOC2104Y08R,89 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,8,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1 alert,10
"DP-Science,Edge-Node",441-1187-a-1.net.uwa.edu.au,10.88.40.5,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,80:24:8f:82:b4:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2542YG9U, FOC2542Y8G5, FOC2542YLCX, FOC2604YJXA",89 days 6 hrs ,21 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,2 alerts,8
"DP-Science,Edge-Node",441-1187-a-3.net.uwa.edu.au,10.88.40.9,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,80:24:8f:97:8b:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2542YLDK, FOC2542YPG1, FOC2542YCWD, FOC2542YPQD",89 days 6 hrs ,3 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,8
"DP-Science,Edge-Node",441-1187-a-4.net.uwa.edu.au,10.88.40.15,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,04:bd:97:ed:79:80,C9500-24Y4C,FDO261529CT,89 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,1
"DP-Science,Edge-Node",441-1187-a-5.net.uwa.edu.au,10.88.40.16,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c0:f8:7f:70:67:80,C9500-24Y4C,FDO26161SW4,89 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,1
"DP-Science,Edge-Node",441-1187-a-6.net.uwa.edu.au,10.88.40.17,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c0:f8:7f:70:85:80,C9500-24Y4C,FDO26161SJE,89 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,1
"DP-Science,Edge-Node",441-1187-a-7.net.uwa.edu.au,10.88.40.74,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,6c:29:d2:12:0e:00,"C9300X-24Y, C9300X-24Y, C9300X-24Y","FOC2711YBL5, FOC2711YBQB, FOC2711YBJN",89 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"Aggregation Switch,DP-Science",441-1187-g-1.net.uwa.edu.au,10.88.40.3,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,14:a2:a0:1e:a4:e0,C9500-24Y4C,FDO25461GKK,89 days 6 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",441-1190-a-1.net.uwa.edu.au,10.88.40.7,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,80:24:8f:86:b0:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2542YKWT, FOC2542YLF7, FOC2542Y8TE, FOC2542YPHN, FVH2812L2YL",89 days 6 hrs ,10 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,2 alerts,8
"DP-Science,Edge-Node",441-1190-a-2.net.uwa.edu.au,10.88.40.8,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,80:24:8f:84:03:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X, C9300L-24P-4X","FOC2542YNPZ, FOC2542YAGS, FOC2542YNV6, FOC2542YPFW, FOC2542YFZZ, FOC2529LJPH, FOC2617ZAG2",89 days 6 hrs ,11 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Failed,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,10
Extended Edge-Node,441-g04-e-1.net.uwa.edu.au,10.88.191.227,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,2c:ab:eb:54:10:00,WS-C3560CX-8XPD-S,FOC2106Z0VH,89 days 6 hrs ,21 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,8,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1 alert,10
Extended Edge-Node,441-g04-e-2.net.uwa.edu.au,10.88.191.225,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:70:aa:00,WS-C3560CX-8XPD-S,FOC2106Z0UQ,46 days 2 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,8,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1 alert,10
Extended Edge-Node,441-g04-e-3.net.uwa.edu.au,10.88.191.230,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,2c:ab:eb:a8:94:80,WS-C3560CX-8XPD-S,FOC2106Z0N7,89 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,8,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1 alert,10
Extended Edge-Node,441-g04-e-4.net.uwa.edu.au,10.88.191.215,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,2c:ab:eb:54:e2:00,WS-C3560CX-8XPD-S,FOC2106Z0UW,89 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,8,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1 alert,10
Extended Edge-Node,441-g04-e-5.net.uwa.edu.au,10.88.191.220,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,2c:ab:eb:54:be:00,WS-C3560CX-8XPD-S,FOC2106Z0UD,74 days 23 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,8,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1 alert,10
Extended Edge-Node,441-g05-e-1.net.uwa.edu.au,10.88.191.254,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,2c:ab:eb:a8:47:00,WS-C3560CX-8XPD-S,FOC2106Z0LT,40 days 20 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,8,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1 alert,10
Extended Edge-Node,441-g05-e-2.net.uwa.edu.au,10.88.191.233,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,2c:ab:eb:55:04:80,WS-C3560CX-8XPD-S,FOC2106Z0V6,89 days 5 hrs ,about 6 hours,24:00:00,Managed (Device Unresponsive),ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,8,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Device Uptodate,UPTODATE,Success,Failed,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1 alert,10
Extended Edge-Node,441-g05-e-3.net.uwa.edu.au,10.88.191.250,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,2c:ab:eb:54:fb:80,WS-C3560CX-8XPD-S,FOC2106Z0V2,46 days 2 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,8,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1 alert,10
Extended Edge-Node,441-G05-e-4.net.uwa.edu.au,10.88.191.219,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,2c:31:24:65:00:00,WS-C3560CX-8XPD-S,FOC2106Z0V1,89 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,8,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1 alert,10
Extended Edge-Node,441-g05-e-5.net.uwa.edu.au,10.88.191.224,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,2c:ab:eb:54:fc:00,WS-C3560CX-8XPD-S,FOC2106Z0V3,89 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,8,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1 alert,10
"DP-Science,Edge-Node",444-132-a-1.net.uwa.edu.au,10.88.40.82,Switches and Hubs,Global/CRAWLEY/444/First Floor,Reachable,Supported,44:88:16:0e:da:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X","FOC2629YRLR, FOC2629YQHT, FOC2617ZBZZ",122 days 5 hrs ,about 3 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,2 alerts,10
"DP-Science,Edge-Node",444-1140-a-1.net.uwa.edu.au,10.88.40.83,Switches and Hubs,Global/CRAWLEY/444/First Floor,Reachable,Supported,24:6c:84:08:b5:80,C9300L-48P-4X,FOC2716YV8C,122 days 5 hrs ,about 2 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,2 alerts,10
"Aggregation Switch,DP-Science",444-1140-g-1.net.uwa.edu.au,10.88.40.79,Switches and Hubs,Global/CRAWLEY/444/First Floor,Reachable,Supported,24:d5:e4:79:aa:c0,C9500-24Y4C,FDO275105K2,122 days 5 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",444-1142-a-1.net.uwa.edu.au,10.88.40.81,Switches and Hubs,Global/CRAWLEY/444/First Floor,Reachable,Supported,44:88:16:0e:ab:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X, C9300L-24P-4X","FOC2629YQVD, FOC2629YR7L, FOC2617ZALG, FOC2604YHYX",122 days 5 hrs ,15 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Science,Edge-Node",444-g50-a-1.net.uwa.edu.au,10.88.40.84,Switches and Hubs,Global/CRAWLEY/444/Ground Floor,Reachable,Supported,a8:4f:b1:07:99:00,C9300L-24P-4X,FOC2617ZC3C,122 days 5 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",446-193-a-1.net.uwa.edu.au,10.88.40.44,Switches and Hubs,Global/CRAWLEY/446/First Floor,Reachable,Supported,3c:8b:7f:fa:a7:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YK4H, FOC2629YSJC, FOC2629YQU8, FOC2629YQMY",122 days 6 hrs ,5 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"Aggregation Switch,DP-Science",446-193-g-1.net.uwa.edu.au,10.88.40.42,Switches and Hubs,Global/CRAWLEY/446/First Floor,Reachable,Supported,c0:f8:7f:70:9a:c0,C9500-24Y4C,FDO26161SVN,122 days 6 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",446-293-a-1.net.uwa.edu.au,10.88.40.45,Switches and Hubs,Global/CRAWLEY/446/Second Floor,Reachable,Supported,88:fc:5d:62:43:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YRLA, FOC2629YNFC, FOC2629YQNG, FOC2629YQMU, FOC2629YQJ0",122 days 6 hrs ,7 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",446-348-a-1.net.uwa.edu.au,10.88.40.46,Switches and Hubs,Global/CRAWLEY/446/Third Floor,Reachable,Supported,88:fc:5d:5f:37:80,"C9300L-48P-4X, C9300L-24P-4X","FOC2629YRV5, FOC2529LJQB",122 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,10
Extended Edge-Node,446-g08-e-1.net.uwa.edu.au,10.88.191.252,Switches and Hubs,Global/CRAWLEY/446/Ground Floor,Reachable,Supported,40:b5:c1:1e:6b:00,C9200-48PB,JAD24360FRE,188 days 16 hrs ,about 3 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9200 Series Switches,Unsupported,8,,cat9k_lite_iosxe.17.09.04a.SPA.bin,,17.9.4a,Distribution Pending,OUTDATED,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",446-g93-a-1.net.uwa.edu.au,10.88.40.47,Switches and Hubs,Global/CRAWLEY/446/Ground Floor,Reachable,Supported,88:fc:5d:5f:22:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YNXG, FOC2629YS5R, FOC2629YR87",122 days 6 hrs ,7 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",449-g50-a-1.net.uwa.edu.au,10.88.40.66,Switches and Hubs,Global/CRAWLEY/449/Ground Floor,Reachable,Supported,44:88:16:0e:ca:00,"C9300L-48P-4X, C9300L-48P-4X","FOC2629YQNX, FOC2629YNHA",122 days 3 hrs ,about 2 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,8,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Activate Failed,OUTDATED,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",450-g11a-a-1.net.uwa.edu.au,10.88.40.68,Switches and Hubs,Global/CRAWLEY/450/Ground Floor,Reachable,Supported,44:88:16:0c:8e:00,"C9300L-48P-4X, C9300L-48P-4X","FOC2629YQVG, FOC2629YQVL",122 days 5 hrs ,about 3 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-QEII,Edge-Node",499-101h-a-1.net.uwa.edu.au,10.88.72.3,Switches and Hubs,Global/CRAWLEY/499/First Floor,Reachable,Supported,ac:bc:d9:04:0c:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2604YGSE, FOC2542Y9JL, FOC2542YGR2, FOC2604YJWU, FOC2542YAFF, FOC2542YMYH",122 days 6 hrs ,3 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,2 alerts,8
"DP-QEII,Edge-Node",499-101h-a-2.net.uwa.edu.au,10.88.72.4,Switches and Hubs,Global/CRAWLEY/499/First Floor,Reachable,Supported,80:24:8f:84:08:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2542YPGT, FOC2542YFX5, FOC2542YFWG",122 days 6 hrs ,3 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,10
"Aggregation Switch,DP-QEII",499-101h-g-1.net.uwa.edu.au,10.88.72.1,Switches and Hubs,Global/CRAWLEY/499/First Floor,Reachable,Supported,04:bd:97:85:2c:e0,C9500-24Y4C,FDO2615191X,122 days 6 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-QEII,Edge-Node",500-2231-a-1.net.uwa.edu.au,10.88.72.26,Switches and Hubs,Global/CRAWLEY/500/Second Floor,Reachable,Supported,c4:ab:4d:47:64:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FVH2835L37J, FVH2835L3GY, FVH2832L5A6, FVH2835L3H3, FVH2835L3H0, FVH2835L3GS",45 days 3 hrs ,6 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-QEII,Edge-Node",500-2239-a-1.net.uwa.edu.au,10.88.72.27,Switches and Hubs,Global/CRAWLEY/500/Second Floor,Reachable,Supported,c4:ab:4d:49:3b:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FVH2835L3L6, FVH2832L4Y3, FVH2835L3HA, FVH2835L3LD, FVH2835L3GE, FVH2835L33U, FVH2835L3KP",2 days 2 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
